house_id,total_gas_usage,Block,hours_of_sunlight_per_year,sq_ft_available_for_solar_panels
0c82864b,0.0,32,0,0
9e5bff5c,0.0,15,1139,0
28142b53,0.0,15,0,0
47457a95,0.0,15,1230,0
d3a56361,0.0,15,1354,0
6a58577c,0.0,35,0,0
6540a1b5,0.0,35,1223,0
0048665b,0.0,35,0,0
70018571,0.0,35,1223,0
33dfe288,0.0,35,1223,0
74d3d16e,0.0,27,0,0
f65051f6,0.0,12,0,0
97f2023b,0.0,12,0,0
9ae1fe9f,0.0,29,0,0
8497f281,0.0,25,0,0
a46e915e,0.0,25,0,0
a17ec605,0.0,25,0,0
a9080017,0.0,25,0,0
b6d353ef,0.0,25,0,0
46587524,0.0,25,0,0
d34168fb,0.0,25,0,0
eb88e556,0.0,25,0,0
1451e0b4,0.0,25,0,0
01935f38,0.0,25,0,0
1533c2e8,0.0,25,0,0
ecf6d35c,0.0,25,0,0
da5b6f26,0.0,25,0,0
f0ebaf0b,0.0,25,0,0
0abaa336,0.0,25,0,0
d1099736,0.0,25,0,0
32caa307,0.0,25,0,0
76243f0f,0.0,25,0,0
f4ea5474,0.0,25,0,0
abaa17a5,0.0,25,0,0
19a7c888,0.0,33,1121,0
234cb4e9,0.0,33,0,0
6ac06add,0.0,33,0,0
5ce7620a,0.0,33,0,0
c8811bcf,0.0,33,0,0
bea806b4,0.0,33,1004,0
f54d566f,0.0,33,1392,0
e8ee0b48,0.0,33,1157,0
b2a5a441,0.0,33,1157,0
a6e1acb7,0.0,18,1283,0
4a4b4176,0.0,18,0,0
47434e58,0.0,18,1189,0
32d18daa,0.0,18,1159,0
bd9b8dc3,0.0,21,0,0
210c5231,0.0,22,0,0
7c5b5663,0.0,33,0,0
13676e0b,0.0,34,0,0
23f1cc94,0.0,34,0,0
74fde5cf,0.0,22,899,0
88c0c842,0.0,22,0,0
1ed32d7e,0.0,22,0,0
65bbd632,0.0,22,0,0
bb948257,0.0,23,1168,0
65348bda,0.0,17,1088,0
41298880,0.0,4,0,0
f8bdf010,0.0,4,0,0
4db1fae9,0.0,19,1083,0
db79632d,0.0,19,0,0
e8078ff7,0.0,27,1227,0
ca2678ce,0.0,27,1154,0
e4d87741,0.0,27,0,0
3293e8e5,0.0,11,0,0
dde641a0,0.0,11,0,0
09da34d4,0.0,11,0,0
13fc714c,0.0,11,0,0
727b10e7,0.0,2,0,0
6eefc594,0.0,2,0,0
aa2ce028,0.0,2,0,0
0abf90bd,0.0,2,0,0
e643b604,0.0,2,0,0
96f0239b,0.0,2,0,0
1cc807cb,0.0,2,0,0
4f891bda,0.0,24,0,0
55d4c002,0.0,24,0,0
603c815c,0.0,24,1233,0
0ce548c9,0.0,24,0,0
7cd909c1,0.0,27,0,0
7fea65af,0.0,14,0,0
1f124458,2499.84,7,1435,27907
f66bd780,0.0,34,1142,0
3668d2f7,0.0,23,0,0
d8ac3d2c,0.0,23,0,0
0f88240d,0.0,27,0,0
a273fec6,0.0,27,0,0
0c78599d,0.0,27,1212,0
43a678d2,0.0,27,1212,0
4007c060,0.0,5,0,0
2b6a4f56,0.0,5,0,0
b4ed1466,0.0,5,0,0
8493c3fc,0.0,5,0,0
50fea0b6,0.0,5,0,0
202ad92a,0.0,5,0,0
ff53a9c2,0.0,5,0,0
327ac7ad,0.0,5,0,0
816af5f5,0.0,5,0,0
34c1aa41,0.0,36,0,0
2771d3af,0.0,36,0,0
5063f91d,0.0,27,0,0
cecbc9e3,0.0,26,0,0
2c1a4a60,0.0,26,0,0
487501d6,0.0,17,1127,0
1c32fb13,0.0,17,0,0
81d17893,0.0,17,1141,0
1584cba4,0.0,18,927,0
cd2d589d,0.0,17,0,0
64c1d48b,0.0,17,0,0
197e6500,0.0,17,0,0
225b2148,0.0,17,0,0
6f90edb1,0.0,17,0,0
04e5e733,0.0,17,0,0
906fb9bd,0.0,17,0,0
889ca0c3,0.0,17,0,0
f9887108,0.0,17,0,0
563e424f,0.0,17,0,0
561bd2aa,0.0,17,0,0
a5fd04a6,0.0,17,0,0
af8887e9,0.0,17,0,0
1f124458,2499.84,7,0,0
1f124458,2499.84,7,0,0
e23f15a2,0.0,28,0,0
2310a41b,0.0,28,0,0
fca7d5eb,0.0,28,0,0
ee90dc3b,0.0,28,0,0
f91d2750,0.0,28,0,0
da20d448,0.0,28,0,0
259c7699,0.0,28,0,0
6658a9fd,0.0,28,0,0
7d428a74,0.0,28,0,0
5dc6f293,0.0,3,0,0
c1f0267a,0.0,3,0,0
82a12350,0.0,3,0,0
bad76530,0.0,3,0,0
1b8e607e,0.0,3,0,0
eb3e69b9,0.0,3,0,0
19050285,0.0,3,0,0
98f72830,0.0,3,0,0
3730d577,0.0,3,0,0
a3e6462e,0.0,3,0,0
bc6205db,0.0,3,0,0
022cd262,0.0,3,0,0
93758a21,0.0,3,0,0
794d5f57,0.0,3,0,0
6f18ef93,0.0,3,0,0
338d383e,0.0,3,0,0
2ec37d20,0.0,3,0,0
7f63a065,0.0,3,0,0
0050f632,0.0,3,0,0
847582a2,0.0,3,0,0
2480405e,0.0,3,0,0
7b6f2db9,0.0,3,0,0
91ddacb1,0.0,3,0,0
2772d913,0.0,3,0,0
9a09902f,0.0,3,0,0
1bbff3a9,0.0,4,0,0
ee8873fe,0.0,27,0,0
c010db39,0.0,27,0,0
9dc429fa,0.0,27,0,0
bd5aa76d,0.0,4,0,0
c6b61ebb,0.0,4,0,0
f07a9d7c,0.0,4,0,0
e0b1ab97,0.0,4,0,0
f076e2f9,0.0,28,1117,0
5180df14,0.0,8,0,0
c9442aa3,0.0,33,0,0
e1478781,0.0,33,0,0
25215e60,0.0,33,0,0
0f786dbb,0.0,33,0,0
b8779322,0.0,33,0,0
d0e699bd,0.0,33,0,0
244bd776,0.0,33,0,0
2d85433c,0.0,33,0,0
569ee926,0.0,33,0,0
d8028b96,0.0,33,0,0
be40ce3a,0.0,33,0,0
4ad256d8,0.0,33,0,0
56b180ef,0.0,33,0,0
518e4366,0.0,33,0,0
5a92729b,0.0,33,0,0
48e0fed3,0.0,33,0,0
cbf6f3e4,0.0,33,0,0
f8c5c161,0.0,33,0,0
cff5b58e,0.0,32,0,0
80f0defe,0.0,18,0,0
96e9a6df,0.0,30,1136,0
ad500c5a,0.0,30,1188,0
6518d569,0.0,29,0,0
f9528fa3,0.0,24,1208,0
03c075bf,0.0,7,0,0
293a19d2,0.0,34,0,0
f602051c,0.0,34,0,0
2c36e9e4,0.0,34,0,0
8b28c9c9,0.0,34,0,0
6e8c80a5,0.0,34,0,0
89edaf7f,0.0,34,0,0
a0948ecb,0.0,34,0,0
5c1b3a62,0.0,7,1405,7541
ba7c8459,0.0,21,0,0
33de7ac5,0.0,21,0,0
84b70f96,0.0,21,0,0
574953a2,0.0,21,1312,0
0a98d737,0.0,21,0,0
0eeff112,0.0,21,0,0
a1a2cc2c,0.0,19,1184,0
8bb326d8,0.0,19,1245,0
e28f8b35,0.0,10,0,0
a94394bf,0.0,10,0,0
44ad4f59,0.0,10,0,0
44e467cd,0.0,10,0,0
b695d101,0.0,10,0,0
acd874f7,0.0,10,0,0
1738ae0c,0.0,10,0,0
748d6b2d,0.0,10,0,0
0180bb9c,0.0,10,0,0
7aa70855,0.0,10,0,0
529083e1,0.0,10,0,0
d077abef,0.0,31,1012,0
57631eb7,0.0,22,0,0
d3649c49,0.0,26,1324,0
1d557eb9,0.0,16,0,0
cef7317f,0.0,16,0,0
298356e5,0.0,14,1191,0
ee800aec,0.0,14,0,0
3d17a46c,0.0,14,0,0
9211a6a5,0.0,14,0,0
be2c4554,0.0,14,0,0
a89e197b,0.0,14,0,0
0a69a6ce,0.0,14,0,0
98261cb7,0.0,14,0,0
9dc12ee3,0.0,14,0,0
a15687f8,0.0,14,0,0
d12c73ab,0.0,14,0,0
8797d3d1,0.0,14,0,0
6d988c20,0.0,14,0,0
4a14ee08,0.0,14,0,0
31a3024b,0.0,14,0,0
99ea67ea,0.0,3,0,0
55eac49f,0.0,3,0,0
0e1e5cd5,0.0,3,0,0
10e37a1b,0.0,3,0,0
46274370,0.0,3,0,0
3ef39965,0.0,3,0,0
ccecfcf3,0.0,3,0,0
f0da1665,0.0,3,0,0
a4a1a9fe,0.0,3,0,0
c46acd9f,0.0,3,0,0
338a71da,0.0,3,0,0
9e4d4d8c,0.0,3,0,0
59364802,0.0,3,0,0
273a4f3b,0.0,3,0,0
1915697a,0.0,3,0,0
d2e56090,0.0,3,0,0
b4c5af57,0.0,31,1154,0
a2ac8412,0.0,31,0,0
e9245fe4,0.0,31,1154,0
b202e989,0.0,31,0,0
cd8d85e0,0.0,31,1104,0
31cd8349,0.0,7,0,0
31cd8349,0.0,7,0,0
d90be7a1,0.0,31,0,0
7439458d,0.0,31,0,0
661fe168,0.0,31,0,0
2b45f2a1,0.0,31,0,0
3bd377f5,0.0,31,0,0
6d9b1514,0.0,31,0,0
0b39e5f3,0.0,22,0,0
cfe351e0,0.0,22,0,0
df388952,0.0,22,0,0
424035ab,0.0,22,0,0
b8e9e8f5,0.0,22,0,0
56d6d5c6,0.0,23,0,0
a0cc6327,0.0,2,0,0
6df48608,0.0,2,0,0
cbb2d2cb,0.0,2,0,0
1f138b9e,0.0,19,1164,0
625f3a87,0.0,19,1157,0
7136bc95,0.0,35,1210,0
4ab43cfc,0.0,35,0,0
3ab0150a,0.0,35,0,0
19d7401d,0.0,35,0,0
7de35f33,0.0,35,1233,0
5f9ee9cf,0.0,29,0,0
1e99ab4b,0.0,29,1159,0
e0f7a952,0.0,29,1126,0
1c030249,0.0,19,0,0
5afd775a,0.0,28,0,0
048c5cbd,0.0,28,0,0
3346f2d3,0.0,28,0,0
bc8b33f5,0.0,23,0,0
5b176bb1,0.0,23,0,0
0a141ab4,0.0,23,0,0
05190ece,0.0,23,0,0
1419a96a,0.0,2,0,0
e1ca5e08,0.0,35,1104,0
7fcae030,0.0,35,1049,0
65ee1aa3,0.0,35,1212,0
9943ca57,0.0,35,1212,0
da9f4aa7,0.0,35,0,0
a261d8f4,0.0,35,0,0
4a6560db,0.0,35,0,0
d84b2401,0.0,23,0,0
7c0b34bb,0.0,7,0,0
d169f099,0.0,7,0,0
c489dd19,0.0,7,0,0
9a26bccc,0.0,7,0,0
84a51551,0.0,7,0,0
0a8cbb67,0.0,7,0,0
ce6cadf5,0.0,7,0,0
686ae8e1,0.0,7,0,0
9b9b586c,0.0,7,0,0
3b7fbdec,0.0,7,0,0
1733edd2,0.0,16,1003,0
b9628c83,0.0,4,0,0
0bd2b5f7,0.0,4,0,0
9418f898,0.0,4,0,0
79399034,0.0,4,0,0
c96211eb,0.0,4,0,0
8a160db2,0.0,4,0,0
1b16b58c,0.0,4,0,0
9ccba6d9,0.0,4,0,0
f9790174,0.0,4,0,0
a5a2cb0c,0.0,4,0,0
68a253eb,0.0,4,0,0
4e537186,0.0,4,0,0
cd533dad,0.0,4,0,0
4280b458,0.0,4,0,0
cef8c9ad,0.0,4,0,0
66ba7b44,0.0,15,0,0
f9d3a37a,0.0,15,0,0
9339c4de,0.0,15,0,0
cc34d067,0.0,22,0,0
aeceeddc,0.0,14,0,0
2b712578,0.0,14,0,0
1737061e,0.0,14,0,0
79c5a680,0.0,14,0,0
c67e47c5,0.0,14,0,0
a3dde808,0.0,14,0,0
b60974c5,0.0,14,0,0
bac85d90,0.0,14,0,0
a5ecbf97,0.0,20,0,0
b835bd9f,0.0,36,0,0
df20875b,0.0,35,1240,0
0c04c152,0.0,7,0,0
83b244f4,0.0,7,0,0
211b8707,0.0,7,0,0
a370db2d,0.0,7,0,0
fad76ff6,0.0,7,0,0
38bda2a1,0.0,7,0,0
fe69ba5c,0.0,7,0,0
6cc100f5,0.0,7,0,0
27caac88,0.0,7,0,0
625caf5f,0.0,7,0,0
1718c210,0.0,7,0,0
80a02642,0.0,7,0,0
4dd33020,0.0,7,0,0
33c5b2d9,0.0,7,0,0
433d9555,0.0,7,0,0
085664ea,0.0,7,0,0
8016f2d3,0.0,7,0,0
d5de41a7,0.0,7,0,0
727b1e46,0.0,7,0,0
4fb9d8db,0.0,7,0,0
fecb6156,0.0,7,0,0
72f192d5,0.0,7,0,0
b836f726,0.0,12,1216,0
37886880,0.0,14,0,0
fa10ba16,0.0,14,0,0
e381c6f1,0.0,14,0,0
c150e8c1,0.0,14,0,0
09827a69,0.0,14,0,0
cf002e1b,0.0,14,0,0
f3ee358b,0.0,14,0,0
a613a82f,0.0,14,0,0
f22962ef,0.0,14,0,0
fed893c4,0.0,14,0,0
c31686bf,0.0,14,0,0
9bc89897,0.0,14,0,0
1bb6b907,0.0,12,0,0
deb2e238,0.0,12,0,0
c5e7d3ef,0.0,22,0,0
c014fd8c,0.0,12,0,0
a9cc5d4d,0.0,14,0,0
ab2af64b,0.0,14,0,0
c50fad51,0.0,18,1110,0
9178e56a,0.0,18,0,0
1a64d2ca,0.0,18,1363,0
f5422e38,0.0,18,1180,0
155316ae,0.0,18,1110,0
59c8b075,0.0,17,1253,0
facbdcdc,0.0,18,0,0
fc964dd4,0.0,17,0,0
d273fc4c,0.0,4,0,0
1bf99e2c,0.0,27,0,0
c557b007,0.0,27,0,0
06cef0f9,0.0,27,0,0
b4a21fba,0.0,31,0,0
f37e2cac,0.0,31,0,0
da03aab3,0.0,31,0,0
a79f0db4,0.0,31,0,0
1837db8b,0.0,18,0,0
23f78d88,0.0,18,0,0
2ade575a,0.0,20,1165,0
8149de6d,0.0,20,0,0
44eb7dbf,0.0,20,0,0
8deee53e,0.0,20,0,0
ee76d586,0.0,20,1165,0
8d1fbcf3,0.0,20,0,0
e3e6931f,0.0,20,0,0
c4f21d2c,0.0,15,0,0
67bf671d,0.0,15,0,0
92e13c80,0.0,15,1204,0
05a39659,0.0,15,1274,0
49e8b304,0.0,15,0,0
03e9477c,0.0,33,0,0
b5e33b02,0.0,4,0,0
103b90e2,0.0,4,0,0
06cae76a,0.0,4,0,0
de707d66,0.0,4,0,0
6ebd3002,0.0,4,0,0
d1f36b92,0.0,4,0,0
883c1dba,0.0,4,0,0
1cc8eca1,0.0,4,0,0
5d79818e,0.0,4,0,0
7e430c47,0.0,4,0,0
154ba2b8,0.0,4,0,0
2c25c34e,0.0,34,0,0
af4c5857,0.0,34,0,0
cacdae4a,0.0,34,0,0
893b4bde,0.0,34,0,0
181d8e1a,0.0,2,0,0
a305dbba,0.0,2,0,0
f3fce61a,0.0,4,0,0
f32a05da,0.0,4,0,0
fee28c87,0.0,14,0,0
0c004d75,0.0,14,0,0
4c2ec3dc,0.0,14,0,0
8ad4341a,0.0,14,0,0
ed25c72e,0.0,14,0,0
346b7b04,0.0,14,0,0
c7b05821,0.0,14,0,0
db032613,0.0,14,0,0
9bcbeb63,0.0,14,0,0
9230476f,0.0,14,0,0
0f3a4eee,0.0,34,0,0
8b9ed4ac,0.0,34,0,0
eb94b84b,0.0,34,0,0
f7045c7d,0.0,34,0,0
8c6061df,0.0,34,0,0
d3663e46,0.0,34,0,0
9fe02f6d,0.0,34,0,0
e59aee46,0.0,2,0,0
b1ca1963,0.0,2,0,0
4543395d,0.0,2,0,0
de3cefa8,0.0,2,1274,0
5e82b3c6,0.0,2,0,0
dfcdcae8,0.0,2,0,0
3d4e830e,0.0,2,0,0
5e9aff99,0.0,2,0,0
41e0e928,0.0,2,0,0
3cb87287,0.0,2,0,0
3e19c738,0.0,2,1256,0
5b2b7b3c,0.0,2,0,0
6b317279,0.0,2,0,0
90941aaa,0.0,23,0,0
06a9ef7c,0.0,23,0,0
3f0853e5,0.0,16,0,0
05353a19,0.0,16,0,0
1920720d,0.0,16,0,0
53cf527a,0.0,14,0,0
cc9ec9b9,0.0,14,0,0
cc3a875c,0.0,14,0,0
9270926c,0.0,14,0,0
1fd90f9c,0.0,14,0,0
6827c5d4,0.0,14,0,0
36a30f7c,0.0,14,0,0
95cf228b,0.0,24,1100,0
9b6daee5,0.0,24,1100,0
9ab301aa,0.0,27,0,0
9737fb7a,0.0,34,0,0
630274af,0.0,34,0,0
37660395,0.0,24,0,0
5d7afd50,0.0,24,0,0
f1c08b9f,0.0,24,0,0
19c72f9c,0.0,27,0,0
9a9d7ed8,0.0,34,0,0
2f4c007b,0.0,34,1150,0
15c73313,0.0,34,1219,0
6b38c1a0,0.0,34,1067,0
a5439c0d,0.0,34,1103,0
ff92930c,0.0,34,0,0
61b05d9c,0.0,20,0,0
1ee609ac,0.0,23,1118,0
287aec7a,0.0,23,0,0
c824d4a6,0.0,23,0,0
e4273f37,0.0,27,0,0
bcb9716f,0.0,27,0,0
b79d73ca,0.0,27,0,0
133cab63,0.0,27,0,0
680c74c7,0.0,27,0,0
8ba6ace8,0.0,35,0,0
d6a5334c,0.0,35,0,0
976d0add,0.0,35,0,0
80d8744f,0.0,35,0,0
d9a2b601,0.0,35,0,0
678a07a3,0.0,35,0,0
cc9717c0,0.0,18,0,0
375a0225,0.0,18,1245,0
361b3738,0.0,18,1245,0
afb881ee,0.0,18,0,0
f78ca9e5,0.0,18,0,0
b0dca309,0.0,18,0,0
7d2db0b7,0.0,15,0,0
0ed0e039,0.0,15,0,0
82e6b780,0.0,15,0,0
52a8eb4d,0.0,15,0,0
98ae3a4b,0.0,15,1221,0
5400926a,0.0,15,0,0
6be04d56,0.0,15,1221,0
352557d6,0.0,15,0,0
fca041fe,0.0,18,0,0
85e2a494,0.0,18,1245,0
b4774e53,0.0,30,1292,0
510d5b72,0.0,31,0,0
55f522f1,0.0,31,0,0
e67fcb15,0.0,31,0,0
204f5d60,0.0,31,0,0
6d4b99bd,0.0,12,0,0
ffce2b17,0.0,12,0,0
e4d30aa2,0.0,12,0,0
948a08e5,0.0,12,0,0
5253be02,0.0,12,0,0
1104abc6,0.0,12,0,0
713069d5,0.0,13,0,0
92aebf43,0.0,13,0,0
b5715245,0.0,13,0,0
640a7909,0.0,28,1232,0
edb22e8f,0.0,30,1252,0
96672944,0.0,35,0,0
acf9acf3,0.0,18,0,0
2810e8fd,0.0,18,0,0
f78b22e0,0.0,18,0,0
b07dac57,0.0,18,0,0
8ff94723,0.0,33,0,0
c29ba8d8,0.0,33,0,0
68340801,0.0,33,0,0
14f1120c,0.0,27,1168,0
bdd80f38,0.0,27,965,0
bdafe3f8,0.0,27,1199,0
395bbe89,0.0,27,0,0
07ec5c78,0.0,27,1136,0
6b1efc14,0.0,27,1154,0
015c84b6,0.0,27,1136,0
1a29e93f,0.0,26,0,0
841437bb,0.0,26,0,0
7762a885,0.0,26,0,0
da29a573,0.0,26,0,0
57e50ef4,0.0,26,0,0
11c053ae,0.0,35,0,0
4302f4ce,0.0,35,1334,0
f7e3858b,0.0,20,0,0
37412517,0.0,20,0,0
e7fc493e,0.0,20,0,0
04cc11db,0.0,20,0,0
66b2da6c,0.0,20,0,0
219db42f,0.0,20,0,0
4150e3ef,0.0,26,1178,0
72ec418d,0.0,26,1178,0
db97336f,0.0,26,0,0
d221f054,0.0,26,1197,0
0f305628,0.0,26,0,0
0ce0266b,0.0,27,0,0
58fc39c4,0.0,27,0,0
f7418948,0.0,27,0,0
ceb05a55,0.0,27,0,0
9e676091,0.0,23,0,0
bb50d36b,0.0,2,0,0
31f8a643,0.0,2,0,0
7eb90f7f,0.0,2,0,0
41fbd8b1,0.0,2,0,0
e3de7ac4,0.0,33,0,0
c48ec0ef,0.0,34,0,0
2b071b21,0.0,34,0,0
3ec11bff,0.0,34,0,0
28dd39b2,0.0,19,1181,0
45aaba75,0.0,19,979,0
9964cd20,0.0,19,1095,0
3c66cdc2,0.0,19,902,0
c2c3b764,0.0,24,1173,0
7a0e5d90,0.0,23,1164,0
5d64c24d,0.0,23,1227,0
38ab8549,0.0,23,1224,0
0dfcfc72,0.0,8,0,0
9789e8d6,0.0,8,0,0
8fe086ff,0.0,7,0,0
657b4c4d,0.0,7,0,0
d57444b9,0.0,7,0,0
1b92c0aa,0.0,20,0,0
bfdafee4,0.0,20,0,0
71207483,0.0,20,0,0
cbe690c5,0.0,20,0,0
17853063,0.0,20,0,0
f9f95abe,0.0,20,0,0
7e7cafd0,0.0,20,0,0
f1ed7c4d,0.0,20,0,0
a3ad4d9f,0.0,20,0,0
06f756a8,0.0,20,0,0
6d81da23,0.0,20,0,0
b1444a4e,0.0,20,0,0
a247af9c,0.0,20,0,0
05a66fef,0.0,20,0,0
2f176ca7,0.0,20,0,0
84c32f4b,0.0,20,0,0
0f03e14f,0.0,20,0,0
81a629af,0.0,20,0,0
ca552e0b,0.0,20,0,0
64d0af21,0.0,20,0,0
bb948998,0.0,20,0,0
8a7f386d,0.0,20,0,0
feeaf1ca,0.0,16,0,0
bbc2084c,0.0,16,0,0
74f59f67,0.0,16,0,0
7f987531,0.0,16,0,0
551e16cd,0.0,16,0,0
dc9209a8,0.0,7,0,0
4895060e,0.0,7,0,0
2d90d80b,0.0,7,0,0
c4bbdc50,0.0,7,0,0
36a05d41,0.0,7,0,0
4f183263,0.0,7,0,0
951650a5,0.0,31,0,0
da0f745a,0.0,31,1104,0
6811728c,0.0,31,1104,0
a78e4728,0.0,31,0,0
f9d5d12a,0.0,31,1368,0
1ee50457,0.0,36,1284,0
8c1a84d3,0.0,36,0,0
15a46e2e,0.0,36,0,0
ec6ac914,0.0,35,0,0
023a10f3,0.0,36,0,0
9419f1e9,0.0,35,0,0
812591fd,0.0,36,0,0
822f96d4,0.0,17,1108,0
915b1a6b,0.0,5,0,0
25b7edc0,0.0,5,0,0
d60b4ae4,0.0,5,0,0
9927e4b0,0.0,5,0,0
4ec55bce,0.0,5,0,0
be369e6e,0.0,5,0,0
f12ca37c,0.0,5,0,0
98d2090b,0.0,5,0,0
ae033193,0.0,17,0,0
b741dd6e,0.0,17,0,0
c0f50e1b,0.0,17,0,0
144ae9f5,0.0,18,1079,0
ccec83a1,0.0,18,0,0
c085d8e7,0.0,32,0,0
a832bdd9,0.0,32,0,0
e7efbbb2,0.0,25,0,0
0e2636c0,0.0,25,0,0
11c3824d,0.0,25,0,0
101945f1,0.0,25,0,0
7b82a558,0.0,25,0,0
36f79217,0.0,25,0,0
a73ee876,0.0,25,0,0
4be1f7c3,0.0,25,0,0
d389a8b3,0.0,25,0,0
7e0d43b8,0.0,25,0,0
6fa043fb,0.0,23,0,0
cc635cbd,0.0,23,1116,0
56638622,0.0,23,0,0
3d238448,0.0,19,1251,0
1ec695e3,0.0,34,0,0
9209ed03,0.0,34,0,0
d1a0064b,0.0,3,0,0
d82c40fc,0.0,3,0,0
53fcb783,0.0,3,0,0
313d8575,0.0,3,0,0
074095e2,0.0,3,0,0
35f9b5b5,0.0,3,0,0
0b4cfb20,0.0,3,0,0
1be4b652,0.0,3,0,0
8382988b,0.0,9,0,0
3ed1c79c,0.0,22,0,0
6807ffb2,0.0,22,0,0
f83e274e,0.0,22,0,0
d9c5b860,0.0,15,0,0
1151255e,0.0,15,0,0
4a2b32a5,0.0,15,0,0
de69ba59,0.0,15,0,0
66dc392d,0.0,15,0,0
72ee596b,0.0,15,0,0
5cee919a,0.0,15,0,0
6592828b,0.0,15,0,0
3130dffc,0.0,22,0,0
abde59c2,0.0,22,0,0
27043236,0.0,15,0,0
5d83858f,0.0,15,0,0
ef33e3a6,0.0,15,0,0
2d6dc4a4,0.0,15,0,0
6447318a,0.0,15,0,0
92383444,0.0,15,0,0
1dcdb3ee,0.0,15,0,0
3d8dfc05,0.0,15,0,0
79572d1c,0.0,15,0,0
b370f8aa,0.0,15,0,0
a2d2f8a3,0.0,15,0,0
af93b0bf,0.0,22,0,0
26496f07,0.0,22,0,0
65f5c13d,0.0,22,0,0
c7e931a8,0.0,22,0,0
6f85e328,0.0,22,0,0
9cc27236,0.0,22,0,0
68cbbd36,0.0,29,0,0
d577b12e,0.0,29,0,0
da7528aa,0.0,17,0,0
9b2a6ddb,0.0,30,1224,0
e08d8cf6,0.0,34,0,0
f8b11f3a,0.0,34,0,0
1fb2616c,0.0,34,0,0
4ced0820,0.0,34,0,0
9442d529,0.0,34,0,0
671e9845,0.0,34,0,0
5cd93050,0.0,34,0,0
94c66f78,0.0,34,0,0
3c028729,0.0,34,0,0
6cbdf47d,0.0,34,0,0
be1c9b49,0.0,34,0,0
d3610781,0.0,34,0,0
e825460c,0.0,34,0,0
6269ac4f,0.0,34,0,0
063d69c8,0.0,34,0,0
0859a2b5,0.0,11,0,0
3d4c8c07,0.0,11,0,0
a5c0c8b1,0.0,11,0,0
db6f9de8,0.0,11,0,0
9f93c38b,0.0,11,0,0
4535faec,0.0,31,0,0
85625223,0.0,31,1106,0
8ad7d128,0.0,5,1203,0
e66651d7,0.0,2,0,0
69cb9edc,0.0,2,0,0
3b5c1a63,0.0,20,0,0
73e81239,0.0,36,1317,0
d3daddb9,0.0,35,0,0
d829df72,0.0,36,0,0
0e78438e,0.0,28,0,0
0bb22002,0.0,28,1092,0
421e842c,0.0,16,0,0
d5dc8f38,0.0,16,0,0
1723c3a2,0.0,16,0,0
8b936bb6,0.0,21,0,0
249d428b,0.0,21,0,0
beb72329,0.0,21,0,0
1256df93,0.0,21,1293,0
14a3e492,0.0,21,0,0
dd7bb315,0.0,21,1174,0
f9121653,0.0,21,1174,0
cd1e96bf,0.0,35,0,0
eba27e0b,0.0,35,0,0
f68eb8e4,0.0,22,0,0
f68eb8e4,0.0,22,0,0
f68eb8e4,0.0,22,0,0
e15d4a53,0.0,11,0,0
0bca87a8,0.0,16,0,0
fbbea450,0.0,16,0,0
