house_id,total_gas_usage,Block,hours_of_sunlight_per_year,sq_ft_available_for_solar_panels
f3e1cb18,0.0,25,0,0
38537f32,0.0,25,0,0
2bbcd033,0.0,25,0,0
03a9507a,0.0,25,0,0
bb406b54,0.0,25,0,0
303fbbd4,0.0,25,0,0
ac0bb5bd,0.0,25,0,0
0c28c1c0,0.0,25,0,0
01bb966a,0.0,25,0,0
3635238d,0.0,25,0,0
49e50ed2,0.0,25,0,0
a59072de,0.0,25,0,0
a597eb01,0.0,25,0,0
4a9d581c,0.0,25,0,0
e3eea7be,0.0,25,0,0
057a1f5c,0.0,25,0,0
36a5d6a5,0.0,25,0,0
4e9dd6ce,0.0,25,0,0
2e80a3d0,0.0,25,0,0
f0b952f3,0.0,25,0,0
04de070b,0.0,3,0,0
a5480645,0.0,3,0,0
e30b58a0,0.0,3,0,0
3a907d6a,0.0,3,0,0
8f0a8bbe,0.0,3,0,0
bada2fd0,0.0,3,0,0
360e96bc,0.0,3,0,0
1de14b67,0.0,3,0,0
f7346e5c,0.0,3,0,0
2dfd84b9,0.0,3,0,0
d7459855,0.0,23,0,0
98100b42,0.0,23,0,0
da0d2366,0.0,23,0,0
bce2ac52,0.0,24,1194,0
0e8f9e52,0.0,24,1194,0
3863e6cd,0.0,24,966,0
ef09abfd,0.0,31,0,0
5e2a94fd,0.0,13,0,0
e4a6a095,0.0,6,0,0
c86eb049,0.0,39,0,0
0a2ac8db,0.0,31,0,0
90dfaacf,0.0,31,0,0
d8266b3f,0.0,31,0,0
36cc172b,0.0,13,0,0
bbb8bc26,0.0,13,0,0
99d9363b,0.0,13,1109,0
0afb315f,0.0,13,0,0
f4a83533,0.0,13,0,0
4ddeba70,0.0,13,0,0
abbd6f5b,0.0,13,0,0
6c892aa8,0.0,13,1252,0
91969c52,0.0,13,0,0
5013b570,0.0,13,0,0
116eb4e0,0.0,13,0,0
b0e3b7c2,0.0,13,0,0
ce821242,0.0,13,0,0
5ec70291,0.0,13,0,0
792ecbe4,0.0,13,0,0
4cffc186,0.0,13,0,0
b59a2f8b,0.0,13,0,0
b7b7d4a2,0.0,13,0,0
d82efac2,0.0,39,0,0
9d6cd157,0.0,33,0,0
35f64cb5,0.0,33,0,0
9aa92383,0.0,33,0,0
1f19b66d,0.0,33,0,0
1ad5a392,0.0,33,0,0
1301534c,0.0,33,0,0
07811bc1,0.0,33,0,0
3ea48eda,0.0,33,0,0
75b4b0c6,0.0,33,0,0
b28bb6ef,0.0,22,0,0
783b1f95,0.0,22,0,0
f2e3b8eb,0.0,22,0,0
1ffd211a,0.0,22,0,0
9b4b21b1,0.0,22,0,0
fd84b68a,0.0,22,0,0
dcf505c7,0.0,22,0,0
aab9c2ba,0.0,25,1013,0
6e33f942,0.0,25,1174,0
a568cacc,0.0,32,0,0
af64dd05,0.0,32,0,0
f902011a,0.0,23,1148,0
bb2d7df4,0.0,23,1148,0
926e78cd,0.0,36,0,0
50efe21e,0.0,16,0,0
1705bfae,0.0,16,0,0
f3b3a2b6,0.0,16,0,0
afeb64e5,0.0,16,1049,0
57d00325,0.0,16,0,0
4b67dd00,0.0,16,0,0
e158812a,0.0,16,0,0
df86c15c,0.0,7,0,0
2810196a,0.0,7,0,0
704ea24e,0.0,7,0,0
5d0aedcc,0.0,7,0,0
594c4177,0.0,7,0,0
40cc3028,0.0,7,0,0
a811a9db,0.0,7,0,0
40410e8b,0.0,7,0,0
979aedb0,0.0,7,0,0
5282fbea,0.0,7,0,0
ca1c4c0e,0.0,7,0,0
e9bc8a1d,0.0,7,0,0
2e9b76fb,0.0,7,0,0
a59825a2,0.0,7,0,0
4f3afa54,0.0,31,0,0
5dd13696,0.0,31,0,0
53599a3d,0.0,31,0,0
062b2c89,0.0,31,0,0
4b690e4e,0.0,31,0,0
2c0b82ec,0.0,31,0,0
f1abc3b7,0.0,31,0,0
e095b59f,0.0,23,1243,0
2b385def,0.0,23,0,0
b6519971,0.0,23,1219,0
1bf8f5a1,0.0,23,0,0
a81f0adc,0.0,23,1262,0
5c26de6b,0.0,23,1262,0
2f9ca4d2,0.0,22,1274,0
3a599673,0.0,13,0,0
19118491,0.0,13,0,0
757dcd8e,0.0,13,0,0
4178ffbc,0.0,13,0,0
82cd240b,0.0,13,0,0
16614750,0.0,13,0,0
4b42856e,0.0,13,0,0
bf57a4db,0.0,13,0,0
ae6c323e,0.0,13,0,0
afeafa6e,0.0,13,0,0
f5814739,0.0,13,0,0
882efb46,0.0,13,0,0
404af98c,0.0,17,0,0
f9f2df53,0.0,17,1309,0
55b403c7,0.0,17,1291,0
381942e5,0.0,17,1428,0
bd146e1f,0.0,19,0,0
2a64b086,0.0,18,0,0
63be176a,0.0,19,0,0
d46694d3,0.0,19,0,0
96669447,0.0,35,1376,11293
96669447,0.0,35,0,0
bb643c1b,0.0,32,0,0
460bff98,0.0,32,0,0
460bff98,0.0,32,0,0
6011af8f,0.0,33,0,0
26e2a998,0.0,33,0,0
d99136ac,0.0,33,0,0
0bf7bdaf,0.0,33,0,0
79c3533b,0.0,33,0,0
b19e9aea,0.0,33,0,0
b8ea227e,0.0,33,0,0
8ce4956c,0.0,2,0,0
cc7eef7c,0.0,14,0,0
b04509fb,0.0,14,0,0
ecf9dea6,0.0,14,0,0
7593d989,0.0,14,0,0
8fd2dcf2,0.0,14,0,0
29aa63d2,0.0,14,0,0
292d12ad,0.0,36,0,0
bba94a1b,0.0,36,0,0
00993c82,0.0,36,0,0
0a37cbfe,0.0,36,0,0
6f5c3a39,0.0,36,0,0
5064b95a,0.0,34,0,0
cd2bf461,0.0,34,1363,0
218a0aef,0.0,34,0,0
b64c815a,0.0,34,0,0
e0d76151,0.0,34,0,0
8e91b995,0.0,34,0,0
b16d7f31,0.0,34,0,0
d65fa254,0.0,24,1244,0
c9c40f71,0.0,16,1315,0
8f7dec54,0.0,16,0,0
1e76ea3a,0.0,16,0,0
79286111,0.0,16,0,0
87f9ff0a,0.0,16,0,0
101c9052,0.0,16,0,0
9eeaa305,0.0,16,0,0
b50652d5,0.0,16,0,0
984cdaf1,0.0,25,1050,0
240636e8,0.0,5,0,0
4457df9f,0.0,5,0,0
bd372863,0.0,5,0,0
f097971c,0.0,28,1130,0
3ae39ad8,0.0,28,1160,0
82815c62,0.0,28,1127,0
dec468a4,0.0,24,1219,0
0645d267,0.0,24,1160,0
0f7f3290,0.0,18,1245,0
cfaac681,0.0,18,1130,0
d47f8682,0.0,5,0,0
0e97e4b4,0.0,5,0,0
683feb36,0.0,5,0,0
a9478e0e,0.0,5,0,0
0940ee8a,0.0,5,0,0
ca4d1542,0.0,5,0,0
c7a73ee1,0.0,5,0,0
c2b66d7e,0.0,18,1147,0
afb0bae4,0.0,18,1330,0
c36b42f6,0.0,8,0,0
a530e9f9,0.0,20,0,0
d952fce7,0.0,8,0,0
67737d61,0.0,8,0,0
faf86939,0.0,8,0,0
cddd8511,0.0,20,0,0
bce675e1,0.0,8,0,0
6da5d0ec,0.0,8,0,0
740dea3b,0.0,20,0,0
42cd6478,0.0,8,0,0
84c1c502,0.0,8,0,0
fcf7f1d8,0.0,20,0,0
a772f2cf,0.0,20,0,0
1616a2ec,0.0,20,0,0
63087fe9,0.0,8,0,0
924d78a5,0.0,8,0,0
ad17be55,0.0,20,0,0
5079c5a2,0.0,20,0,0
231e7ba5,0.0,20,0,0
786433c7,0.0,8,0,0
2922852c,0.0,8,0,0
26989e4f,0.0,8,0,0
349f2272,0.0,34,0,0
232c46cb,0.0,5,0,0
54453738,0.0,5,0,0
6f011907,0.0,5,0,0
5ba521c5,0.0,5,0,0
4159fa18,0.0,5,0,0
32c7704b,0.0,5,0,0
61d0c6e0,0.0,5,0,0
e1d1cc58,0.0,34,0,0
e0523889,0.0,34,0,0
d177de7a,0.0,34,0,0
9de1043d,0.0,34,0,0
790f9370,0.0,34,0,0
d8bca4a4,0.0,34,0,0
2f63b707,0.0,34,0,0
54e959bf,0.0,34,0,0
a28c39c5,0.0,35,0,0
b5cd1486,0.0,36,1164,0
8a8cf2a5,0.0,36,1164,0
e3bfa30f,0.0,35,0,0
39bf2c34,0.0,35,0,0
adeb522c,0.0,29,0,0
69877b2f,0.0,29,0,0
3f2b11f8,0.0,29,0,0
ba7cba0a,0.0,29,0,0
9201a3aa,0.0,29,0,0
47d42918,0.0,18,1494,1163
47d42918,0.0,18,0,0
0901f655,0.0,36,0,0
984d1af5,0.0,36,0,0
0adcd599,0.0,36,1327,0
5314e0d2,0.0,36,1272,0
e908c81c,0.0,29,0,0
4102c69b,0.0,32,0,0
4d07ff8c,0.0,12,0,0
811d662e,0.0,13,0,0
7b3e179a,0.0,13,0,0
b8a7ec3e,0.0,13,0,0
f6ff6010,0.0,12,0,0
c766d458,0.0,12,0,0
147ffb1a,0.0,12,0,0
03b9ae19,0.0,12,0,0
5385251b,0.0,12,0,0
cdec5990,0.0,12,0,0
342026c6,0.0,12,0,0
895b70ce,0.0,12,0,0
813e5a28,0.0,12,0,0
a3de205c,0.0,12,0,0
35197dfc,0.0,12,0,0
31ee560f,0.0,12,0,0
d9ce3dd3,0.0,12,0,0
11b8a3b5,0.0,12,0,0
afc8870e,0.0,12,0,0
1da260a9,0.0,12,0,0
f3830282,0.0,12,0,0
ce9dd8e0,0.0,12,0,0
7dd8ab78,0.0,12,0,0
e732331d,0.0,12,0,0
6e899ba6,0.0,12,0,0
aad18f52,0.0,12,0,0
1e9b8e9a,0.0,12,0,0
b9050990,0.0,12,0,0
39781628,0.0,13,0,0
957e801c,0.0,12,0,0
21153e7f,0.0,13,0,0
4aa8203c,0.0,13,0,0
3280a18b,0.0,12,1259,0
31617e29,0.0,12,0,0
26fb55fc,0.0,12,0,0
b2c2c68c,0.0,13,0,0
4692ed1a,0.0,13,0,0
22e381b2,0.0,12,0,0
4b6f286b,0.0,34,0,0
e07ac240,0.0,34,0,0
b5668c73,0.0,34,0,0
2ee2fe82,0.0,2,0,0
680b460d,0.0,33,0,0
65229b6c,0.0,33,0,0
189c8e10,0.0,33,0,0
741841b7,0.0,33,0,0
80d03829,0.0,33,0,0
f3f916bc,0.0,2,0,0
98ed7236,0.0,2,0,0
e34b7269,0.0,2,0,0
095ffca5,0.0,2,0,0
b71f7515,0.0,2,0,0
ab4ddc68,0.0,2,0,0
4588fe74,0.0,2,0,0
12d33a09,0.0,6,0,0
ea806cf9,0.0,6,0,0
14cee28f,0.0,6,0,0
87877fb4,0.0,6,0,0
0d7032f0,0.0,6,0,0
4a2d6dcf,0.0,6,0,0
1aaa76aa,0.0,6,0,0
e329884f,0.0,6,0,0
acfbf415,0.0,6,0,0
ae6e9bb9,0.0,6,0,0
6ba823a2,0.0,6,0,0
4f8e626b,0.0,6,0,0
90c997d5,0.0,6,0,0
978d30c4,0.0,6,0,0
6122b72d,0.0,6,0,0
ec107c83,0.0,6,0,0
a763acc3,0.0,6,0,0
f30a4763,0.0,6,0,0
9b2003d2,0.0,6,0,0
adb1a7f1,0.0,6,0,0
9ee5b38a,0.0,6,0,0
81349103,0.0,6,0,0
e690c587,0.0,6,0,0
5fbe73a7,0.0,6,0,0
81f099a4,0.0,6,0,0
74e971aa,0.0,6,0,0
42e8d728,0.0,6,0,0
71cf6700,0.0,6,0,0
b2e8d87f,0.0,6,0,0
51910fd7,0.0,6,0,0
fc3b0171,0.0,6,0,0
b65a6b99,0.0,6,0,0
741d4319,0.0,6,0,0
c386e664,0.0,6,0,0
68ab3044,0.0,6,0,0
c44e1091,0.0,6,0,0
41458895,0.0,21,0,0
d22099ed,0.0,21,0,0
efed1099,0.0,21,0,0
244c4ff1,0.0,21,0,0
9038f6b3,0.0,34,0,0
3b4862fc,0.0,34,0,0
7ae68d48,0.0,34,0,0
24f5edf8,0.0,34,0,0
40f1af07,0.0,34,0,0
a86d1c1d,0.0,17,0,0
b4e2f060,0.0,17,0,0
78433e00,0.0,17,0,0
58150a01,0.0,17,0,0
d35bc8ca,0.0,17,0,0
fe7b9f1b,0.0,2,0,0
ff8d2b46,0.0,2,0,0
71a0d9e6,0.0,2,0,0
1ae4c2e1,0.0,2,0,0
1b8577fa,0.0,2,0,0
2282c169,0.0,2,0,0
0317c622,0.0,2,0,0
ce6bc100,0.0,36,0,0
a433a6ca,0.0,36,1258,0
35e92062,0.0,36,0,0
4e43888a,0.0,36,923,0
398c6597,0.0,24,0,0
f82abc60,0.0,27,1021,0
c538f2ea,0.0,2,0,0
d5f4417c,0.0,3,0,0
a89754dc,0.0,3,0,0
76e8be4f,0.0,3,0,0
a531c2fa,0.0,3,0,0
edf30d3d,0.0,19,0,0
64168a42,0.0,19,1218,0
4d6f3d77,0.0,19,1269,0
78fd2063,0.0,19,1269,0
a4b35337,0.0,19,1169,0
28224e0f,0.0,20,0,0
71bd3e1d,0.0,21,0,0
1af9e723,0.0,4,0,0
7b4d04ce,0.0,4,0,0
b71a9cdd,0.0,2,0,0
f38d8108,0.0,5,0,0
45ef32e3,0.0,5,0,0
d19a8b42,0.0,5,0,0
d8080b6e,0.0,5,0,0
47ff2fb8,0.0,5,0,0
50ce8db1,0.0,5,0,0
12b162d3,0.0,5,0,0
2871430c,0.0,5,0,0
e43f58a3,0.0,4,0,0
0b887646,0.0,4,0,0
3378c7c8,0.0,4,0,0
73f6f0c2,0.0,4,0,0
4be364f8,0.0,4,0,0
32a08385,0.0,4,0,0
fa981c86,0.0,4,0,0
a30412cf,0.0,5,0,0
b1ae9c5a,0.0,5,0,0
172af174,0.0,5,0,0
4f4b36a3,0.0,5,0,0
51b6ac04,0.0,5,0,0
3c1149c6,0.0,5,0,0
c7b3b1f0,0.0,5,0,0
ba6d23f1,0.0,5,0,0
b9bc4b0e,0.0,3,1111,0
31aa8467,0.0,3,0,0
827b07e5,0.0,3,0,0
55cd02db,0.0,3,0,0
b09f7f56,0.0,3,0,0
60f0828e,0.0,3,0,0
0a80f165,0.0,3,1144,0
034bba64,0.0,3,0,0
4f39bce6,0.0,3,0,0
dc1d320e,0.0,3,0,0
190fd752,0.0,3,0,0
a46a8b8b,0.0,3,0,0
86fc3860,0.0,3,0,0
66ab20e9,0.0,3,0,0
9b6dc301,0.0,3,0,0
4404f07a,0.0,31,1306,0
82f40c2a,0.0,17,1223,0
9dbe3f12,0.0,17,1177,0
d0ddd061,0.0,18,1256,0
87951011,0.0,5,0,0
2893a539,0.0,16,0,0
a9ae98f4,0.0,16,0,0
95ba7e05,0.0,16,0,0
09d9396b,0.0,16,0,0
5e4e9bbb,0.0,16,0,0
6b944878,0.0,16,0,0
f853ac87,0.0,16,0,0
f034204f,0.0,16,0,0
ad71522c,0.0,16,0,0
c6bc9a08,0.0,16,0,0
b0e2dc03,0.0,16,0,0
2d9886f0,0.0,16,0,0
bd657c2a,0.0,16,0,0
7a5f2adc,0.0,16,0,0
bb022608,0.0,16,0,0
47c3c1b6,0.0,16,0,0
c80d812b,0.0,31,0,0
b2b3cee4,0.0,31,0,0
09c72888,0.0,31,0,0
1aa6af56,0.0,31,0,0
16ea1250,0.0,31,0,0
747af127,0.0,34,0,0
bb1afff5,0.0,34,0,0
d4d6b2d9,0.0,34,0,0
cbf4f8c2,0.0,34,0,0
61a0d594,0.0,34,0,0
b1bdb25b,0.0,34,0,0
2952646d,0.0,34,0,0
4132a2f4,0.0,34,0,0
3bdd7842,0.0,34,0,0
02bd14db,0.0,36,1215,0
0921f5d1,0.0,36,1206,0
7e9929ed,0.0,36,1242,0
46cf757d,0.0,24,1170,0
83209b31,0.0,24,1351,0
c0bdcc2b,0.0,24,0,0
faf39b1a,0.0,24,1245,0
0851def2,0.0,24,1351,0
3bdade21,0.0,24,1351,0
d1141f76,0.0,14,0,0
d15f2d78,0.0,7,0,0
de1df737,0.0,32,0,0
b0c60a13,0.0,32,0,0
f18d4e02,0.0,32,0,0
e5fa2994,0.0,32,0,0
895b4a7f,0.0,14,0,0
fd6229d6,0.0,14,0,0
de811437,0.0,7,1414,6942
de811437,0.0,7,0,0
de811437,0.0,7,0,0
e0471247,0.0,18,1200,0
ed0dc2bc,0.0,19,1188,0
87a82e33,0.0,5,0,0
37256a0e,0.0,5,0,0
af9de1d1,0.0,5,0,0
e1bbcf72,0.0,5,0,0
e4a44187,0.0,5,0,0
65e4ba44,0.0,5,0,0
1b9620d7,0.0,5,0,0
1a28a592,0.0,5,0,0
01018eeb,0.0,5,0,0
07425b15,0.0,5,0,0
41ed3321,0.0,5,0,0
16bcbae8,0.0,5,0,0
629d3533,0.0,5,0,0
d096c126,0.0,5,0,0
81dafacb,0.0,5,0,0
9d79a50a,0.0,5,0,0
aa21deee,0.0,5,0,0
1c7b10ef,0.0,33,0,0
6cc208d8,0.0,33,0,0
4772be94,0.0,33,1302,0
f5eb3e80,0.0,33,0,0
be2cae3e,0.0,18,1126,0
4d2b5e01,0.0,18,0,0
aeaba34f,0.0,27,1300,0
5f2255bb,0.0,34,0,0
3b97e35d,0.0,34,0,0
af1a2880,0.0,34,968,0
9546d2ed,0.0,34,0,0
274a84e7,0.0,27,0,0
032e2953,0.0,27,0,0
89dfc2fa,0.0,27,0,0
dcdec1cb,0.0,27,0,0
2f539123,0.0,27,0,0
1791a91c,0.0,27,0,0
98afe7d7,0.0,27,0,0
b036c693,0.0,22,0,0
bb31bdb1,0.0,22,0,0
c17882d7,0.0,4,0,0
bbbd4133,0.0,32,0,0
92258190,0.0,34,0,0
58361269,0.0,34,0,0
39b750bd,0.0,34,0,0
ea6ae3ab,0.0,34,0,0
ad7d212e,0.0,34,0,0
e95482f9,0.0,21,0,0
351c3f64,0.0,21,0,0
1b688af6,0.0,21,0,0
7455bc10,0.0,21,0,0
580ee67a,0.0,21,0,0
83630be5,0.0,21,0,0
7b71ae8a,0.0,21,0,0
0b178451,0.0,21,0,0
0d5843e3,0.0,21,0,0
f64f4b79,0.0,21,0,0
8bd90697,0.0,21,0,0
b9864d3b,0.0,21,0,0
26012e2e,0.0,21,0,0
3e3f2244,0.0,21,0,0
603ba12b,0.0,21,0,0
2d3c3e13,0.0,21,0,0
339ba027,0.0,21,0,0
5128568e,0.0,21,0,0
26d5b7c9,0.0,21,0,0
79d561a2,0.0,21,0,0
ede1d64b,0.0,21,0,0
52ce2863,0.0,21,0,0
c97b2ee9,0.0,21,0,0
b5b89eee,0.0,21,0,0
bce6062a,0.0,9,0,0
8bc40cc5,0.0,9,0,0
c67d9dc6,0.0,9,0,0
159b50ba,0.0,9,0,0
046a42d7,0.0,6,0,0
0e521d97,0.0,6,0,0
35a7be45,0.0,6,0,0
58f326f8,0.0,6,0,0
b1716783,0.0,6,0,0
f0f4dbbf,0.0,6,0,0
bb44bda1,0.0,6,0,0
05da32e4,0.0,6,0,0
374bfc68,0.0,6,0,0
030feffa,0.0,6,0,0
df89526f,0.0,6,0,0
9e1fc40c,0.0,6,0,0
249cdbff,0.0,6,0,0
34283f21,0.0,6,0,0
0c440e61,0.0,6,0,0
a731861e,0.0,6,0,0
6752e882,0.0,9,0,0
db5fce78,0.0,9,0,0
f18babad,0.0,9,0,0
d4eaf03c,0.0,9,0,0
02dbeb82,0.0,9,0,0
d9b6a1b1,0.0,9,0,0
5d0c6253,0.0,9,0,0
916546b1,0.0,6,0,0
a4c755f0,0.0,23,1112,0
7c21be16,0.0,23,1272,0
50ab8e1b,0.0,23,0,0
ee7b028a,0.0,23,1272,0
f36205da,0.0,23,1272,0
eb6176cc,0.0,30,1112,0
cf8490ef,0.0,19,0,0
2490a953,0.0,19,1093,0
94ae98cb,0.0,19,1217,0
e948aa51,0.0,19,0,0
377f9db5,0.0,19,0,0
03814f72,0.0,19,1093,0
4755a39d,0.0,19,0,0
29b83836,0.0,19,1093,0
9e4b7f38,0.0,10,0,0
f7ed44ed,0.0,10,0,0
1519b079,0.0,10,0,0
a6bbd32b,0.0,32,0,0
f7de6760,0.0,32,0,0
90fe4ad5,0.0,32,0,0
c8710a14,0.0,32,0,0
53da7f5c,0.0,32,0,0
d4784915,0.0,22,0,0
a197d6a2,0.0,22,0,0
f4f55107,0.0,14,1384,2942
13633303,0.0,22,0,0
c6f4494c,0.0,22,0,0
150b0427,0.0,22,0,0
88db7254,0.0,22,0,0
7703a1af,0.0,22,0,0
5b6c728b,0.0,2,1492,29493
6778f983,0.0,25,0,0
b8f90ccc,0.0,24,1136,0
78299863,0.0,31,0,0
af57e957,0.0,31,0,0
dc62856b,0.0,31,0,0
2bc45214,0.0,31,0,0
7f858af5,0.0,12,0,0
af55268b,0.0,12,0,0
1982c69f,0.0,12,0,0
b9a3c2bb,0.0,12,0,0
5d0a9b1b,0.0,12,0,0
27697a91,0.0,12,0,0
2cfcef9d,0.0,12,0,0
9e3f8e88,0.0,12,0,0
fbe1d415,0.0,12,0,0
f88243cf,0.0,12,0,0
1dfedeb2,0.0,12,0,0
e98ec9ed,0.0,12,0,0
63b388b2,0.0,12,0,0
a30b577d,0.0,12,0,0
ebff3be0,0.0,12,0,0
4cf904e5,0.0,12,0,0
8e4e0055,0.0,12,0,0
d833e910,0.0,32,0,0
4960740a,0.0,7,0,0
f64c0691,0.0,29,1220,0
cde98070,0.0,33,0,0
05244a66,0.0,17,1099,0
f1a951e1,0.0,17,1090,0
0e54166a,0.0,17,1129,0
8d5d494f,0.0,36,0,0
e6eeb0ef,0.0,36,0,0
d0b8154a,0.0,24,1221,0
0c0a2ab4,0.0,24,0,0
faa93b62,0.0,24,0,0
b7457f54,0.0,33,1153,0
3c44971f,0.0,33,1078,0
57afccb6,0.0,35,1174,0
dc42814d,0.0,35,1118,0
743dd67f,0.0,12,1100,0
80fba6d4,0.0,12,0,0
0c2b39ed,0.0,12,0,0
9d1243b1,0.0,12,0,0
adcea696,0.0,12,0,0
7c5c6dc0,0.0,30,1133,0
34ba4e58,0.0,30,1199,0
3969a42f,0.0,35,1323,0
2b689a22,0.0,35,1323,0
b50b8716,0.0,35,984,0
051f4ca1,0.0,35,0,0
ef4b68cb,0.0,35,0,0
a3b7ad12,0.0,35,984,0
f549612f,0.0,36,0,0
5cfea110,0.0,19,0,0
fd360cfc,0.0,9,0,0
a43e667f,0.0,9,0,0
4c32ea84,0.0,9,0,0
09ab43f1,0.0,9,0,0
91bcba19,0.0,9,0,0
18246a5c,0.0,9,0,0
c3d6ddb9,0.0,9,0,0
d4e60635,0.0,7,0,0
a1a2aa7c,0.0,7,0,0
1afef6ad,0.0,7,0,0
676f4605,0.0,7,0,0
8d813392,0.0,7,0,0
e9951832,0.0,7,0,0
34f3c511,0.0,7,0,0
ba27871e,0.0,7,0,0
177cf725,0.0,7,0,0
6720f8c6,0.0,7,0,0
ccae5cb7,0.0,7,0,0
a4bca59d,0.0,7,0,0
958ec696,0.0,7,0,0
04e696ef,0.0,9,0,0
c5b454d6,0.0,9,0,0
f20ccd6a,0.0,9,0,0
a1c49274,0.0,9,0,0
398762be,0.0,9,0,0
3c63831a,0.0,9,0,0
49c4ff88,0.0,9,0,0
488c1753,0.0,9,0,0
bf87d148,0.0,9,0,0
110126aa,0.0,9,0,0
8b2bbb8a,0.0,9,0,0
1c3a900f,0.0,9,0,0
89092ec1,0.0,9,0,0
0a1a0d35,0.0,9,0,0
34222434,0.0,9,0,0
79fe6a99,0.0,9,0,0
82dcbcb4,0.0,9,0,0
c901c796,0.0,9,0,0
a289e762,0.0,9,0,0
2298d6cd,0.0,9,0,0
ce057170,0.0,9,0,0
8d8164a3,0.0,9,0,0
243b16d1,0.0,9,0,0
75b2c941,0.0,9,0,0
b7f43a26,0.0,9,0,0
89013994,0.0,9,0,0
3dc34899,0.0,9,0,0
337de67a,0.0,9,0,0
1534d419,0.0,9,0,0
b84ed550,0.0,9,0,0
3b9e9c74,0.0,9,0,0
3b9e9c74,0.0,9,0,0
7ff2531f,0.0,9,0,0
9fe62df2,0.0,9,0,0
85a08fc4,0.0,9,0,0
d0be1f34,0.0,9,0,0
c83601aa,0.0,9,0,0
23cdf0ed,0.0,9,0,0
93c2933b,0.0,9,0,0
0e439e15,0.0,9,0,0
954b9ef5,0.0,9,0,0
f5f23c1c,0.0,6,0,0
ae287f59,0.0,22,0,0
ae287f59,0.0,22,0,0
112715bd,0.0,33,0,0
78f15b5d,0.0,33,0,0
965e28b2,0.0,33,0,0
0c1cbaca,0.0,33,0,0
4de707e0,0.0,33,0,0
6c682fe5,0.0,33,0,0
0c188f03,0.0,33,0,0
297da7ec,0.0,33,1203,0
d1cc9fe0,0.0,33,0,0
462372e7,0.0,33,0,0
46306e31,0.0,33,0,0
cbc3bf51,0.0,33,0,0
7e7f82c1,0.0,32,0,0
86b18468,0.0,32,0,0
3c176317,0.0,30,1157,0
2d364646,0.0,30,0,0
5170e5d7,0.0,28,0,0
387f187a,0.0,20,0,0
e23a8fdf,0.0,20,0,0
f3623a0e,0.0,17,972,0
f87e9bab,0.0,17,1246,0
2603b2b3,0.0,17,1276,0
9855a90c,0.0,17,1319,0
ccb9382f,0.0,17,1276,0
52534a5f,0.0,30,0,0
d558df49,0.0,29,0,0
f158de7b,0.0,14,0,0
0f21816c,0.0,14,0,0
054706cf,0.0,14,0,0
eec50999,0.0,14,0,0
b972fbc1,0.0,14,0,0
a3567aad,0.0,14,0,0
a92713d7,0.0,33,1155,0
9b377842,0.0,33,0,0
e1b0b1b1,0.0,33,1239,0
625ee611,0.0,33,1239,0
ce9f56bd,0.0,33,1078,0
e79ee853,0.0,33,0,0
991987cf,0.0,13,0,0
095e8777,0.0,13,0,0
5bf8cde6,0.0,13,0,0
7ddc2e72,0.0,13,0,0
ec2e0e77,0.0,13,0,0
80362d83,0.0,24,1116,0
7bb76f4b,0.0,16,0,0
